Tip localitate,LOCALITATE,JUDET,Ani,CUI,CAEN,ACTIVE IMOBILIZATE-TOTAL,ACTIVE CIRCULANTE-TOTAL,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI-TOTAL,Capital subscris varsat,Patromoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati,DENUMIRE,COD_INMATRICULARE,ADRESA COMPLETA
Sat,Dîrja,Cluj,01.01.2017,32088788,5610,,57309,57247,,62,,46244,,,11065,200,,0,0,,0,0,0,0,,RMA GABY SRL-D,J12/2453/2013,"Sat Dîrja, Comuna Panticeu, Nr. 119, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2018,35497965,5610,389,24458,6943,13544,3971,,12619,,,12228,200,,97783,100959,102954,0,1995,0,5030,1,ANTO MADA CAFE SRL-D,J12/302/2016,"Municipiul Dej, Str. BISTRIŢEI, Nr. 63A, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2019,35497965,5610,389,17745,8594,323,8828,,19001,,,-867,200,,78905,78905,91207,0,12302,0,13095,1,ANTO MADA CAFE SRL-D,J12/302/2016,"Municipiul Dej, Str. BISTRIŢEI, Nr. 63A, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31536077,5629,164518,414083,45778,337397,30908,,23407,250000,,305194,200,,216410,216410,183201,33209,0,31709,0,4,PRIME GELATO SRL-D,J12/1281/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31536077,5629,464261,518970,117880,96659,304431,,427720,218585,,336926,200,,318971,350386,315465,34921,0,31731,0,14,PRIME GELATO SRL-D,J12/1281/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31536077,5629,164517,143258,56798,66209,20251,47249,20606,,,334418,200,,162060,162060,138764,23296,0,19569,0,4,PRIME GELATO SRL-D,J12/1281/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31536077,5629,164518,174474,156798,450,17226,47249,21586,,,364655,200,,200000,200000,167763,32237,0,30237,0,4,PRIME GELATO SRL-D,J12/1281/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31535969,5621,106922,363080,10560,349585,2935,100427,50665,250000,,269764,200,,217400,217400,175892,41508,0,39334,0,6,DIANAMART SRL-D,J12/1282/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31535969,5621,406215,149489,95774,53247,468,100427,126835,218610,,310686,200,,323626,355016,310857,44159,0,40922,0,17,DIANAMART SRL-D,J12/1282/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31535969,5621,106922,62574,48844,7877,5853,44427,11471,,,202452,200,,171410,171410,140810,30600,0,26640,0,5,DIANAMART SRL-D,J12/1282/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31535969,5621,106922,176070,169992,6077,1,44427,96989,,,230430,200,,200000,200000,170022,29978,0,27978,0,5,DIANAMART SRL-D,J12/1282/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2018,31156825,5610,356613,639407,128216,505635,5556,7753,718204,10368,,275201,400,,2649705,2731762,2833295,0,101533,0,127603,11,SALADBOX SRL,J12/257/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,31156825,5610,353318,1996060,198359,1775895,21806,4353,527207,,,1826524,400,,3226262,3257924,1680080,1577844,0,1551323,0,6,SALADBOX SRL,J12/257/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2016,31156825,5610,402678,543521,148509,265579,129433,30342,421645,91566,,463330,300,,3594343,3688714,3747576,0,58862,0,59742,22,SALADBOX SRL,J12/257/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2017,31156825,5610,380094,749783,200487,507063,42233,170696,830560,50967,,419046,400,,2977620,3041130,3025987,15143,0,8248,0,13,SALADBOX SRL,J12/257/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31138381,5630,,11726,,,11726,,0,,,11726,200,,0,0,1116,0,1116,0,1116,0,KIKI CAFE & LOUNGE SRL,J12/211/2013,"Municipiul Cluj-Napoca, Str. BISERICII ORTODOXE, Nr. 4, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31138381,5630,,2044,,,2044,,0,,,2044,200,,0,0,9682,0,9682,0,9682,,KIKI CAFE & LOUNGE SRL,J12/211/2013,"Municipiul Cluj-Napoca, Str. BISERICII ORTODOXE, Nr. 4, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31138381,5630,,13009,6457,,6552,,167,,,12842,200,,10733,10733,10342,391,0,69,0,1,KIKI CAFE & LOUNGE SRL,J12/211/2013,"Municipiul Cluj-Napoca, Str. BISERICII ORTODOXE, Nr. 4, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31256255,5621,725604,281776,257866,,23910,,465536,,,541844,500,,3010875,3011013,2750481,260532,0,242640,0,19,MARTY DELIVERY SRL,J12/533/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31256255,5621,900119,317989,266842,,51147,,251904,,,966204,500,,3750218,3750495,3308243,442252,0,424360,0,18,MARTY DELIVERY SRL,J12/533/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31256255,5621,6057,382160,244553,56264,81343,,264906,,,123311,200,,1593476,1595140,1512358,82782,0,69001,0,18,MARTY DELIVERY SRL,J12/533/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31256255,5621,108885,328780,230466,50846,47468,,138461,,,299204,500,,2567262,2567387,2372912,194475,0,175593,0,17,MARTY DELIVERY SRL,J12/533/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31023128,5630,,,,,,,0,,,0,200,,0,0,,0,0,0,0,,TICARO SRL,J12/3377/2012,"Municipiul Cluj-Napoca, Str. PROF. TUDOR CIORTEA, Nr. 42, Bloc N, Apartament 8, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31256212,5621,1631946,469663,428454,,41209,,966805,,,1134804,200,,6148293,6148585,5247490,901095,0,839609,0,33,MARTY CITY SRL,J12/534/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31256212,5621,2266605,732133,497268,27166,207699,,989468,,,2009270,200,,7021981,7024381,6004886,1019495,0,968150,0,34,MARTY CITY SRL,J12/534/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31256212,5621,1085427,700941,385733,118455,196753,,1491173,,,295195,200,,3230754,3230995,2917224,313771,0,282018,0,31,MARTY CITY SRL,J12/534/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,30388371,5630,5116,251420,5224,240380,5816,,31966,,,224570,200,,0,0,,0,0,0,0,,ATMOSPHERA CAFE SRL,J12/1779/2012,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 18, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,30388371,5630,5116,251420,5224,240380,5816,,31966,,,224570,200,,0,0,,0,0,0,0,,ATMOSPHERA CAFE SRL,J12/1779/2012,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 18, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30388371,5630,5116,210582,5541,197701,7340,,29195,,,186503,200,,171565,171565,92617,78948,0,73801,0,,ATMOSPHERA CAFE SRL,J12/1779/2012,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 18, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,30388371,5630,5116,251419,5224,240379,5816,,31966,,,224569,200,,80040,80040,39572,40468,0,38066,0,0,ATMOSPHERA CAFE SRL,J12/1779/2012,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 18, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31197400,5610,524690,2095436,46346,13441,2035649,,1168160,,,1451966,200,,2766886,2766886,1931487,835399,0,802471,0,18,SINED TOP SRL,J12/356/2013,"Municipiul Cluj-Napoca, Str. BOGDAN PETRICEICU HAŞDEU, Nr. 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,41439675,5610,,11441,5569,,5872,,18675,,,-7234,200,,51256,68554,75472,0,6918,0,7434,4,PIZZAIOLI DELIVERY S.R.L.,J12/2986/2019,"Sat Floreşti, Comuna Floreşti, Str. PROF. IOAN RUSU, Nr. 86, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,40470451,5610,,177623,,176938,685,,178338,,,-715,,,0,0,3515,0,3515,0,3515,,ELIT FOOD BRAND S.R.L.,J12/227/2020,"Municipiul Cluj-Napoca, Str. MUREŞULUI, Nr. 14, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,32758624,5610,2136158,682083,317136,340346,24601,,1796635,,,1021606,200,,2343280,2339397,1840182,499215,0,475578,0,19,RAO STAR SRL,J12/357/2014,"Municipiul Cluj-Napoca, Str. PROGRESULUI, Nr. 30, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34152143,5630,,49730,,,49730,,8948,,,40782,200,,0,0,,0,0,0,0,,SOCIAL TUBE HD SRL,J12/552/2015,"Municipiul Cluj-Napoca, Str. ALBA IULIA, Nr. 1B, Județ Cluj,,,,,,,,,,,,,,,,,"
